"","taxrich","effort_rich","proso_rich","Age","female","Income","Education","party_left","party_right"
"1585",0.5,0.5,0.5,23,0,0.1,0.33333334,1,0
"1586",0,0.83333331,0.5,28,0,0.2,0,1,0
"1587",0.5,0.5,0.66666669,62,0,0.40000001,0,1,0
"1588",0.5,NA,NA,21,1,0.1,0.33333334,0,0
"1589",0.5,0.83333331,0.5,23,1,0.40000001,0.16666667,0,0
"1590",0.5,NA,NA,27,1,0.60000002,0.66666669,0,0
"1591",0.69999999,NA,NA,22,1,0,0.33333334,0,1
"1592",0.5,1,0.66666669,24,1,0.40000001,0,0,1
"1593",0.5,1,0.5,22,1,0.1,0.33333334,0,0
"1594",0.2,0.83333331,0.16666667,59,1,0.60000002,0.33333334,1,0
"1595",0.5,0.83333331,0.83333331,67,1,0.2,0,0,0
"1596",0.5,0.66666669,0.33333334,37,0,NA,0.16666667,1,0
"1597",0.40000001,0.66666669,0.5,21,1,0.69999999,0.16666667,1,0
"1598",0.5,NA,NA,34,1,NA,0.5,0,0
"1599",0.69999999,1,1,20,1,NA,0.33333334,0,1
"1600",0.5,0.5,0.33333334,24,1,0.2,0.33333334,0,1
"1601",0.5,0.5,0.5,46,0,0.60000002,0.16666667,0,1
"1602",0.80000001,0,0,49,1,0.1,0.16666667,1,0
"1603",0.2,0.66666669,NA,61,1,NA,0.66666669,0,0
"1604",0.40000001,0.83333331,0.16666667,43,1,0.5,0.66666669,1,0
"1605",0.40000001,NA,NA,73,1,0.2,0,0,0
"1606",0.5,0.83333331,0.83333331,67,1,0.2,0,0,0
"1607",0.5,1,0.5,25,1,0.40000001,0,1,0
"1608",0.5,0.5,0.66666669,31,0,0,0.66666669,0,1
"1609",0.5,0.66666669,0.33333334,51,0,0.80000001,0.16666667,0,0
"1610",0.5,0.66666669,0.83333331,23,1,0.1,0.66666669,0,0
"1611",0.80000001,0.66666669,0.83333331,23,0,0.2,0,0,0
"1612",0,0.16666667,0.16666667,50,1,0.60000002,0.66666669,1,0
"1613",0.5,0.66666669,0.33333334,72,1,0.2,0.16666667,1,0
"1614",0,1,NA,20,1,0.1,0,0,0
"1615",0.40000001,0.66666669,0.5,18,1,NA,0,1,0
"1616",0.80000001,0.83333331,1,69,0,0.5,0.83333331,0,1
"1617",0.5,0.83333331,0.66666669,72,0,0.5,0.83333331,0,0
"1618",0.69999999,0.5,0.5,21,0,0.1,0.33333334,0,1
"1619",1,0.83333331,0.66666669,73,0,0.69999999,0.83333331,0,1
"1620",0.80000001,0.83333331,0.66666669,45,0,0.5,0.83333331,0,1
"1621",0,1,0.5,23,1,0.2,0.66666669,1,0
"1622",0.30000001,0.83333331,0.83333331,35,1,0.30000001,0.33333334,1,0
"1623",0.40000001,0.83333331,0.5,36,0,NA,0.66666669,0,0
"1624",0.5,0.83333331,0.83333331,57,0,0.40000001,0.83333331,0,1
"1625",0.2,0.16666667,0,30,1,NA,0.83333331,1,0
"1626",0.5,0.5,0.5,39,0,0.60000002,0.33333334,0,1
"1627",0,0.83333331,NA,71,0,0.60000002,0.83333331,1,0
"1628",0.5,0.83333331,0.83333331,72,0,NA,0.83333331,0,1
"1629",0.40000001,0.66666669,0.33333334,28,0,0.1,0.33333334,0,0
"1630",1,0.83333331,0.66666669,54,1,0.89999998,0.83333331,0,1
"1631",0.60000002,1,0.83333331,34,0,0.60000002,0.5,0,1
"1632",0.5,0.66666669,0.66666669,46,0,0.69999999,0.66666669,0,1
"1633",0.40000001,0.83333331,0.66666669,74,1,0.2,0.16666667,1,0
"1634",0.60000002,0.83333331,NA,69,1,0.40000001,0.83333331,0,0
"1635",0.5,0.83333331,0.83333331,67,1,0.5,0.83333331,1,0
"1636",0.40000001,1,0.66666669,62,1,0.60000002,0.66666669,1,0
"1637",0.5,0.83333331,0.33333334,57,0,0.60000002,0.66666669,1,0
"1638",1,0.66666669,0.5,23,0,NA,0,0,0
"1639",0.40000001,0.66666669,0.66666669,58,0,0.30000001,0,0,0
"1640",0.5,1,1,59,1,0.5,0.66666669,0,1
"1641",0.5,0.5,0.83333331,60,1,NA,0.66666669,0,1
"1642",0.5,NA,NA,28,1,0.30000001,0,1,0
"1643",0.40000001,0.83333331,0.66666669,62,0,0.30000001,0.16666667,0,1
"1644",0.40000001,1,1,60,1,NA,0.66666669,0,0
"1645",0.2,0.66666669,0.66666669,61,0,0.80000001,0.5,0,1
"1646",0.69999999,1,0.83333331,45,0,NA,0.33333334,NA,NA
"1647",0,1,0.83333331,35,0,0.30000001,0,1,0
"1648",0.5,1,0.66666669,31,1,1,0.66666669,0,1
"1649",0,1,0.5,66,0,0.2,0,1,0
"1650",0.5,0.83333331,0.83333331,71,1,0.1,0.16666667,0,1
"1651",0.1,0.83333331,0.83333331,67,0,0.30000001,0.66666669,0,1
"1652",0.5,1,1,66,1,0.1,0.16666667,0,1
"1653",1,0.83333331,0.33333334,21,0,NA,0,0,0
"1654",1,1,0.66666669,60,0,1,1,0,1
"1655",1,0.83333331,0.33333334,54,1,0.40000001,0.33333334,1,0
"1656",0,NA,0,45,1,0.30000001,0,0,0
"1657",0.5,0.66666669,0.66666669,30,1,0.30000001,0.83333331,0,0
"1658",0.5,1,NA,63,NA,0.1,0,0,0
"1659",0.30000001,0.5,0.33333334,65,1,0.40000001,0.5,0,1
"1660",0.40000001,NA,0.5,54,1,NA,0.5,0,0
"1661",0.5,0.83333331,0.83333331,61,1,0.2,0.16666667,0,0
"1662",0.5,0.83333331,0.66666669,72,0,0.30000001,0.66666669,0,1
"1663",0.60000002,0.83333331,0.83333331,45,0,0.30000001,0.33333334,0,0
"1664",0,0.5,0,67,0,0.5,0.83333331,1,0
"1665",0.40000001,0.83333331,0.83333331,65,1,0.1,0,0,0
"1666",0,0.33333334,0.5,34,0,NA,0.16666667,1,0
"1667",1,1,0.5,43,1,NA,0,0,1
"1668",0,1,0.33333334,57,0,0.2,0.66666669,1,0
"1669",0.30000001,0.66666669,0.5,52,1,NA,0.83333331,1,0
"1670",0.5,0.83333331,0.66666669,34,1,0.30000001,0.83333331,1,0
"1671",0.60000002,0.66666669,0.5,51,0,1,0.5,0,1
"1672",0.80000001,0.83333331,0.83333331,46,1,0.30000001,0.16666667,0,1
"1673",0.5,0.83333331,0.83333331,66,1,0.60000002,0,1,0
"1674",0.5,NA,0.66666669,72,1,0.5,0.16666667,0,0
"1675",0.5,0.83333331,0.66666669,68,0,0.30000001,0.66666669,1,0
"1676",0.5,0.83333331,0.66666669,54,1,0.40000001,0.16666667,0,1
"1677",1,NA,NA,44,1,0.69999999,0.33333334,0,1
"1678",0.60000002,0.66666669,0.66666669,54,0,0.60000002,0,0,1
"1679",0.5,1,0.5,62,1,0.69999999,0.5,1,0
"1680",0.5,0,1,20,1,NA,0.33333334,0,0
"1681",0.5,0.66666669,0.5,41,0,0.5,0,0,1
"1682",0,0.5,0.83333331,51,0,0.2,0,1,0
"1683",1,NA,NA,62,1,0.1,0,0,0
"1684",0.5,0.83333331,0.66666669,62,1,0.60000002,0.16666667,1,0
"1685",0.80000001,NA,NA,30,0,NA,0.83333331,0,1
"1686",0.2,0.16666667,0.16666667,70,0,0.40000001,0.66666669,1,0
"1687",1,0.83333331,0.83333331,58,1,NA,0.5,0,0
"1688",0.2,0.83333331,0.66666669,58,1,0.60000002,0.16666667,1,0
"1689",0.5,1,NA,69,1,0.2,0.66666669,0,1
"1690",0.40000001,0.66666669,0.66666669,35,1,0.30000001,0,0,0
"1691",0,0.16666667,0.33333334,69,0,NA,0.83333331,1,0
"1692",0.5,0.66666669,0.83333331,39,0,0.2,0.33333334,0,0
"1693",0.69999999,0.5,0.83333331,24,1,0.1,0.66666669,1,0
"1694",0,0.83333331,0.66666669,25,1,0,0.5,1,0
"1695",0,0.83333331,0.66666669,62,0,0.2,0.16666667,0,1
"1696",0,0.83333331,0.5,27,1,0,0.33333334,1,0
"1697",0.5,0.83333331,0.83333331,20,0,0.5,0.33333334,0,1
"1698",0.60000002,0.66666669,0.83333331,65,1,0.30000001,0.66666669,0,1
"1699",0.60000002,0.66666669,NA,67,1,NA,0.16666667,0,1
"1700",0.5,0.33333334,0.83333331,63,0,0.80000001,0.83333331,1,0
"1701",0.5,0.83333331,0.5,53,1,0.80000001,0.83333331,1,0
"1702",0.5,0.83333331,0.83333331,63,0,NA,0.16666667,0,1
"1703",0.60000002,1,0.83333331,38,0,NA,0.16666667,0,0
"1704",0.5,0.5,0.5,40,1,0.1,0,0,1
"1705",0.30000001,1,0.83333331,46,1,0.5,0.16666667,1,0
"1706",0,NA,NA,41,1,0.2,0,0,1
"1707",0.5,1,0.83333331,37,1,0,0.16666667,0,0
"1708",0.5,1,1,52,0,0.5,0.16666667,0,1
"1709",0.69999999,0.66666669,0.5,35,1,1,0.33333334,0,0
"1710",0.2,0.66666669,0.33333334,41,1,0.40000001,0.33333334,1,0
"1711",0.30000001,0.5,0.33333334,67,1,NA,0.16666667,1,0
"1712",0.40000001,0.83333331,0.66666669,70,1,0.1,0.16666667,1,0
"1713",0.2,0.16666667,0.5,39,0,0.30000001,0,1,0
"1714",0.40000001,0.83333331,0.83333331,40,1,0.30000001,0.16666667,1,0
"1715",0.1,0.66666669,NA,35,1,0.1,NA,1,0
"1716",0.5,0.83333331,0.5,21,1,0.40000001,0.33333334,0,0
"1717",0.40000001,0.83333331,0.83333331,70,0,0.30000001,0.16666667,1,0
"1718",0.40000001,0.66666669,0.5,69,0,0.80000001,0.16666667,1,0
"1719",0.69999999,0.5,0.5,18,0,0.30000001,0.33333334,0,1
"1720",0.69999999,0.66666669,0.33333334,51,0,0.89999998,0.33333334,0,1
"1721",0.60000002,1,0.66666669,50,1,NA,0,1,0
"1722",0.5,0.16666667,0.5,64,0,0.2,0.16666667,0,1
"1723",0,NA,NA,58,1,0.1,0,0,1
"1724",0.5,0.83333331,0.5,59,1,0.2,0.66666669,0,1
"1725",0,0.66666669,0,46,0,0.69999999,0.66666669,1,0
"1726",0,1,0.66666669,65,1,0.2,0.16666667,1,0
"1727",0.30000001,0.33333334,0.5,28,0,0.69999999,0.16666667,0,1
"1728",0.30000001,1,1,49,0,0.5,0.16666667,0,1
"1729",0,0.16666667,0,55,0,0.1,0,0,1
"1730",0.5,0.83333331,0.83333331,63,1,0.89999998,0.16666667,0,1
"1731",0.5,0.66666669,0.83333331,56,1,0.80000001,0.16666667,0,1
"1732",1,1,0.5,59,1,0.60000002,0.33333334,0,0
"1733",0.5,0.83333331,0.83333331,69,0,0.1,0.16666667,0,1
"1734",0.30000001,0.83333331,0.16666667,62,0,0.5,0.66666669,0,0
"1735",0.5,0.83333331,0.83333331,57,0,0.40000001,0,1,0
"1736",0.30000001,0.66666669,0.66666669,44,1,0.60000002,0.16666667,0,0
"1737",0.40000001,0.83333331,0.83333331,57,1,1,0.83333331,1,0
"1738",0.60000002,0.83333331,0.5,65,1,0.2,0.16666667,0,1
"1739",0,0.33333334,0,65,0,0.89999998,0.16666667,1,0
"1740",0.5,0.66666669,0.66666669,29,0,0.1,0.16666667,0,1
"1741",0.40000001,0.66666669,0.66666669,69,1,0.30000001,0.66666669,0,0
"1742",0.30000001,0.83333331,0.33333334,45,0,0.2,0,1,0
"1743",0.5,0.66666669,0,38,1,0.1,0.33333334,0,0
"1744",0.40000001,0.66666669,0.83333331,38,0,0.1,0.16666667,0,0
"1745",0.30000001,0.5,0.5,70,1,0.30000001,0.16666667,1,0
"1746",0.40000001,0.83333331,0.66666669,68,0,NA,0.16666667,0,1
"1747",0.2,0.83333331,0.83333331,68,1,0.2,0.16666667,0,1
"1748",0.60000002,0.66666669,0.5,49,1,0.69999999,0.16666667,0,0
"1749",0.40000001,0.5,0.83333331,70,0,0.1,0,1,0
"1750",0.40000001,0.5,0.16666667,46,0,0.30000001,0.83333331,0,1
"1751",0.5,0.66666669,0.5,48,0,0.80000001,0.16666667,0,1
"1752",0.5,0.66666669,0.5,48,0,0.80000001,0.16666667,0,1
"1753",0,0.66666669,0.5,18,0,0.89999998,0.16666667,0,0
"1754",0.80000001,1,0.83333331,48,0,0.80000001,0.16666667,0,1
"1755",0.30000001,NA,0.5,38,0,1,0.83333331,0,0
"1756",0.1,0.66666669,0.16666667,19,1,0.30000001,0.16666667,1,0
"1757",0,0.5,0.16666667,59,NA,0.2,0.16666667,0,1
"1758",0.5,0.66666669,0.66666669,60,1,NA,0.5,1,0
"1759",0.5,1,0.5,41,1,0.60000002,0.33333334,1,0
"1760",0.69999999,0.83333331,0.66666669,20,0,1,0.33333334,0,1
"1761",0,0.5,0.33333334,64,0,0.30000001,0.83333331,1,0
"1762",0,0.5,0.16666667,25,0,NA,0.33333334,1,0
"1763",0,0.66666669,0.33333334,40,0,0.2,0.16666667,0,0
"1764",0.30000001,0.66666669,0.5,49,1,0.2,0.16666667,1,0
"1765",0,0.16666667,0.16666667,52,1,0.1,0.16666667,0,0
"1766",0,0.66666669,0.33333334,57,1,0.30000001,0.66666669,1,0
"1767",0.69999999,0.83333331,0.5,64,0,0.2,0.16666667,0,1
"1768",0.2,0.83333331,0.83333331,58,0,0.2,0,1,0
"1769",0.5,0.5,0.5,46,0,0.89999998,0.83333331,1,0
"1770",0.5,0.83333331,1,60,0,NA,0.66666669,0,1
"1771",0,0.5,NA,46,0,NA,0.33333334,1,0
"1772",0.69999999,0.5,0.66666669,47,0,NA,0.66666669,0,1
"1773",0.5,NA,0.66666669,56,0,0.40000001,0.16666667,1,0
"1774",0.5,0.66666669,0.5,40,0,0.80000001,0.66666669,1,0
"1775",0.1,0.33333334,NA,60,1,0.30000001,0,1,0
"1776",0.30000001,0.16666667,0.66666669,49,1,0.30000001,0.33333334,0,0
"1777",0.5,0.83333331,1,51,0,0.80000001,0.16666667,1,0
"1778",0.80000001,0.33333334,0.5,63,1,0.69999999,0.16666667,0,0
"1779",0.5,0.5,NA,28,1,0.5,0.66666669,1,0
"1780",0,NA,NA,74,1,NA,0.66666669,1,0
"1781",0.5,1,1,60,1,0.2,0,0,0
"1782",1,1,0.66666669,66,1,0.69999999,0.66666669,0,1
"1783",0.2,0.33333334,0.33333334,47,0,0.30000001,0.16666667,1,0
"1784",1,0.66666669,0,54,1,0.40000001,0,0,0
"1785",0.5,0.83333331,0.66666669,58,1,0.2,0.16666667,0,0
"1786",0.40000001,0.66666669,0.83333331,60,1,0.2,0.16666667,1,0
"1787",0.5,0.66666669,0.66666669,28,0,0.5,0,1,0
"1788",0.40000001,0.66666669,0.83333331,55,0,0.5,0,1,0
"1789",0.5,0.83333331,0.83333331,67,1,NA,0.16666667,0,1
"1790",0.60000002,0.83333331,0.5,25,1,0,0.66666669,0,0
"1791",0.80000001,0.5,0.66666669,41,0,NA,0.5,0,0
"1792",0.60000002,0.5,0.33333334,49,1,NA,0.16666667,0,1
"1793",0.40000001,0.5,0.5,36,1,0.1,0.66666669,1,0
"1794",0.5,0.5,0.66666669,41,1,0.40000001,0.66666669,0,0
"1795",0.5,NA,0.83333331,47,1,1,0.33333334,0,0
"1796",0.40000001,0.83333331,0.66666669,21,1,0,0.66666669,0,1
"1797",0.69999999,NA,0.66666669,41,0,NA,0.66666669,0,1
"1798",0,0,0,61,0,0.2,0.16666667,1,0
"1799",1,1,0.83333331,40,0,NA,0.16666667,0,1
"1800",0.5,1,NA,74,0,0.1,0.16666667,0,1
"1801",0.5,0.83333331,0.66666669,42,0,0.30000001,0.33333334,0,1
"1802",0.60000002,0.66666669,0.66666669,63,0,0.40000001,0.5,0,1
"1803",0.5,0.5,0.5,60,0,0.30000001,0,1,0
"1804",1,NA,NA,53,1,NA,0.66666669,0,1
"1805",0.5,1,0.83333331,70,0,0.2,0.16666667,0,1
"1806",0.2,0.33333334,0.5,49,0,0.30000001,0.66666669,0,0
"1807",0.60000002,0.5,0.5,57,1,1,0.66666669,1,0
"1808",0.5,0.33333334,0.33333334,58,0,0.69999999,0.16666667,1,0
"1809",0.40000001,0.5,0.66666669,56,1,1,0.83333331,0,0
"1810",0.5,0.83333331,0.66666669,69,0,0.30000001,0.66666669,0,1
"1811",0.60000002,1,1,61,0,0.60000002,0,0,1
"1812",0.5,1,0.83333331,74,1,NA,0,1,0
"1813",0.1,NA,0.66666669,56,NA,0.69999999,0.83333331,1,0
"1814",0.60000002,0.83333331,0.66666669,49,1,1,0.16666667,1,0
"1815",0.40000001,NA,1,73,1,0.2,0.16666667,1,0
"1816",0.5,1,NA,33,1,0.69999999,0.16666667,1,0
"1817",0.5,NA,NA,26,1,0,0.33333334,1,0
"1818",0.1,0.33333334,0.33333334,21,0,0.2,0,1,0
"1819",0.89999998,0.66666669,0.5,40,0,0.2,0.33333334,1,0
"1820",0.40000001,0.66666669,0.66666669,54,0,NA,0.16666667,0,1
"1821",0.40000001,0.5,0.5,72,0,0.40000001,0.16666667,0,0
"1822",0,0,0.16666667,48,0,0.40000001,0.16666667,0,0
"1823",0.2,0.83333331,0.66666669,67,0,0.5,0.66666669,1,0
"1824",0.1,0.5,0.5,53,0,NA,0.16666667,1,0
"1825",0.80000001,0.83333331,0.83333331,33,1,NA,0.83333331,0,1
"1826",1,1,1,70,1,0.30000001,0,0,1
"1827",0.89999998,0.66666669,0.83333331,40,0,0.30000001,0.33333334,0,1
"1828",0.5,0.66666669,0.5,43,0,0.80000001,0.5,0,1
"1829",0.5,1,0.83333331,30,1,0.1,0,1,0
"1830",0.2,0.66666669,0.5,53,1,0.60000002,0.66666669,0,0
"1831",0.40000001,0.16666667,0.5,33,0,0.80000001,1,0,0
"1832",0.60000002,NA,NA,28,0,1,0.83333331,1,0
"1833",0.60000002,0.33333334,0.33333334,65,0,0.30000001,0.83333331,0,1
"1834",0.30000001,0.83333331,0.16666667,63,0,NA,0,1,0
"1835",0.5,0.83333331,0.5,73,0,0.2,0.16666667,0,1
"1836",0,0.5,0.5,68,0,0.2,0.16666667,1,0
"1837",0.5,0.83333331,0.66666669,51,0,NA,0.16666667,0,1
"1838",0.60000002,0.5,0.5,58,1,0.60000002,0.66666669,1,0
"1839",0.5,0,0.16666667,59,0,0.30000001,0.83333331,0,1
"1840",0.40000001,NA,0.5,23,1,0.1,0.66666669,0,0
"1841",1,0.66666669,0.83333331,46,0,0.69999999,0.83333331,0,1
"1842",0.5,0.83333331,0.66666669,55,0,0.60000002,0,0,1
"1843",0.5,0.83333331,0.5,54,1,0.60000002,0.66666669,1,0
"1844",0.69999999,0.5,1,61,0,0.5,0.66666669,0,1
"1845",0.30000001,0.33333334,0.5,64,0,0.30000001,0.16666667,1,0
"1846",0,0.33333334,0.33333334,49,1,0.30000001,0,0,0
"1847",0.69999999,0.66666669,0.5,18,1,NA,0,0,1
"1848",0.5,0.16666667,0.33333334,44,1,0,0.5,0,1
"1849",0.5,0.5,0.5,18,1,NA,0,0,0
"1850",0.40000001,0.66666669,0.66666669,50,0,0.89999998,0.33333334,0,1
"1851",0.89999998,0.66666669,0.66666669,51,0,0.30000001,0.33333334,0,1
"1852",0.5,0.83333331,0.66666669,21,1,NA,0.5,0,1
"1853",0.5,1,0.66666669,42,0,0.1,0.33333334,0,1
"1854",0.2,0.83333331,1,54,1,0,0.33333334,0,1
"1855",0.69999999,0.33333334,NA,64,1,NA,0.66666669,0,1
"1856",0.40000001,0.5,0.5,40,0,0.30000001,0.16666667,0,1
"1857",0.60000002,0.66666669,0.5,18,1,NA,0.33333334,0,1
"1858",0.30000001,0.5,0.66666669,59,1,0.30000001,0.5,1,0
"1859",0.60000002,0.66666669,0.66666669,21,0,1,0.33333334,0,0
"1860",0.5,0.83333331,0.5,23,1,0.1,0.33333334,0,0
"1861",0.30000001,0,0.16666667,43,0,0,0.5,1,0
"1862",0.40000001,0.66666669,0.5,35,1,0.5,0.16666667,0,0
"1863",0.5,1,0.83333331,67,0,0.5,0.16666667,1,0
"1864",0.60000002,0.83333331,0.66666669,71,0,0.30000001,0.16666667,0,1
"1865",0.5,0.83333331,0.83333331,64,0,0.5,0.83333331,0,1
"1866",0.69999999,0.5,0.5,53,1,NA,0,0,0
"1867",0.30000001,0.66666669,0.66666669,50,0,0.30000001,0.16666667,1,0
"1868",0.30000001,0.5,0.5,37,0,0.60000002,0.16666667,1,0
"1869",0.69999999,0.66666669,0.66666669,44,0,0.69999999,0.66666669,0,1
"1870",0.5,0.5,0.66666669,55,0,0.40000001,0.33333334,1,0
"1871",0.5,0.83333331,0.83333331,69,0,0.2,0.16666667,0,1
"1872",0.30000001,0.66666669,0.5,37,0,0.69999999,0.83333331,1,0
"1873",0.5,0.66666669,0.66666669,18,1,0,0,0,0
"1874",0.5,0.66666669,0.66666669,68,1,0.30000001,0.16666667,0,1
"1875",0.60000002,1,1,60,1,0.80000001,0.16666667,0,0
"1876",0.5,1,0.83333331,25,0,0.2,0.33333334,1,0
"1877",0.69999999,1,0.5,46,0,0.69999999,0.33333334,0,1
"1878",0.5,0.66666669,0.66666669,42,0,0.60000002,0.16666667,0,1
"1879",0,0.66666669,0.66666669,70,0,0.1,0.16666667,0,0
"1880",0.30000001,0.66666669,0.33333334,42,0,0.5,0.16666667,1,0
"1881",0.5,1,0.66666669,47,0,0.2,0.33333334,0,1
"1882",0.69999999,1,0.83333331,59,1,0.30000001,0.16666667,0,1
"1883",0.80000001,0.5,0.83333331,74,1,0.89999998,0.83333331,1,0
"1884",1,1,NA,65,0,0.40000001,0.83333331,0,1
"1885",0.60000002,0.66666669,0.66666669,70,0,0.30000001,0.5,1,0
"1886",0.80000001,0.83333331,0.83333331,46,0,0.69999999,0.16666667,0,1
"1887",0.30000001,0.33333334,0.16666667,32,0,0,0,1,0
"1888",0.5,NA,0.5,31,1,1,0.83333331,1,0
"1889",0.5,0.66666669,0.5,42,0,NA,0.66666669,0,0
"1890",0.5,0,0.16666667,25,1,0.1,0,1,0
"1891",0.5,NA,NA,30,0,0.1,0.83333331,0,0
"1892",0.5,0.66666669,0.83333331,65,1,0.2,0.5,1,0
"1893",0.69999999,0.5,0.5,42,0,0.89999998,0.16666667,0,1
"1894",0.5,0.83333331,0.66666669,44,0,0.30000001,0.16666667,1,0
"1895",1,0.66666669,0.5,42,0,1,0.16666667,0,1
"1896",0.5,NA,NA,45,1,0.5,0.83333331,0,0
"1897",0.60000002,0.33333334,0.83333331,18,0,NA,0,0,0
"1898",0.69999999,0.83333331,0.83333331,64,1,0.60000002,0.16666667,1,0
"1899",0.5,1,0.66666669,59,1,0.60000002,0.16666667,0,1
"1900",0.5,0.83333331,0.83333331,66,0,0.2,0.16666667,0,1
"1901",0.60000002,0.66666669,0.5,39,0,0.30000001,0.16666667,1,0
"1902",0.5,0.5,0.5,56,1,0.89999998,0.83333331,1,0
"1903",0.5,0.66666669,0.66666669,59,0,0.89999998,0.83333331,0,1
"1904",0.5,NA,0.5,61,0,NA,0.33333334,0,0
"1905",0.5,0.83333331,0.16666667,47,0,0.30000001,0.33333334,0,1
"1906",0.5,0.66666669,0.5,42,0,0.30000001,0.33333334,0,1
"1907",0.5,0.66666669,0.5,42,0,0.30000001,0.33333334,0,1
"1908",0.5,0.66666669,0.5,49,1,0.2,0.16666667,0,1
"1909",0.5,0.83333331,NA,68,1,NA,0.16666667,0,1
"1910",0.5,0.5,NA,67,1,NA,0.16666667,0,1
"1911",0.5,0.5,0.5,19,1,0.30000001,0.33333334,1,0
"1912",0.69999999,0.33333334,0.66666669,25,0,1,0.33333334,0,1
"1913",0.30000001,0.5,0.5,25,0,0.30000001,0.16666667,0,1
"1914",0.5,0.5,0.5,58,1,0.40000001,0.66666669,1,0
"1915",0.2,0.83333331,0.83333331,60,0,0.2,0.16666667,1,0
"1916",1,1,1,21,0,0.1,0.33333334,0,1
"1917",0.60000002,1,NA,65,0,0.60000002,0.16666667,0,1
"1918",0.30000001,0.5,1,20,1,NA,0.33333334,1,0
"1919",0.30000001,NA,NA,54,1,0.2,0.5,1,0
"1920",0,NA,0,62,1,0.1,0.66666669,1,0
"1921",0.5,0.66666669,1,31,1,0.5,0.83333331,0,0
"1922",0.5,0.5,0.5,43,0,0.1,0,0,0
"1923",0.30000001,0.83333331,0.66666669,32,0,0.1,0.16666667,0,0
"1924",0.1,0.66666669,0.33333334,42,1,0.2,0.33333334,0,1
"1925",0.60000002,0.66666669,0.83333331,54,0,0.40000001,0.33333334,0,1
"1926",0.5,0.66666669,0.66666669,20,1,NA,0.33333334,1,0
"1927",0.60000002,0.33333334,0.66666669,32,1,0.5,0.33333334,0,0
"1928",0.1,0.5,0.66666669,35,0,0.30000001,0.16666667,1,0
"1929",0.30000001,0.66666669,0.16666667,28,1,0,0.33333334,1,0
"1930",0.5,0.33333334,0.5,58,1,0.69999999,0.66666669,1,0
"1931",0.30000001,0.16666667,0.33333334,65,0,0.69999999,0.83333331,1,0
"1932",0.30000001,1,0.5,68,0,0.30000001,0.16666667,1,0
"1933",0.5,0.5,0,56,0,NA,0.66666669,0,0
"1934",1,0.66666669,0.5,66,1,NA,0.33333334,0,1
"1935",0.2,0.83333331,0.66666669,26,0,0.1,0.66666669,1,0
"1936",0.5,0.5,0.5,24,0,0.1,0.33333334,0,0
"1937",0.5,0.66666669,0.5,59,0,0.5,0,1,0
"1938",0.30000001,0.5,0.5,61,0,NA,0.16666667,0,1
"1939",0.40000001,0.5,0.5,44,1,0.5,0,1,0
"1940",0,0.33333334,0,55,0,1,0.83333331,0,1
"1941",0.5,0.83333331,0.83333331,66,1,0.5,0.66666669,1,0
"1942",0.5,0.33333334,0.5,59,1,0.40000001,0.5,0,1
"1943",0.60000002,1,0.83333331,20,0,0.1,0.33333334,0,0
"1944",1,1,0.66666669,45,1,1,0.83333331,0,1
"1945",0.30000001,0.83333331,0.66666669,62,1,0.60000002,0,1,0
"1946",0,0.66666669,0.5,37,0,0.60000002,0.16666667,1,0
"1947",0.5,0.5,0.5,27,0,NA,0.16666667,0,0
"1948",1,0.83333331,0.83333331,19,0,0.60000002,0.33333334,0,1
"1949",0.80000001,0.66666669,0.66666669,42,1,0.60000002,0.5,0,1
"1950",0.2,NA,0.66666669,65,1,0.2,0.5,0,0
"1951",0.1,0.66666669,0.5,63,1,0.60000002,0.66666669,1,0
"1952",0.30000001,0.33333334,0.33333334,63,0,0.1,0,1,0
"1953",0.5,NA,NA,61,1,0.2,0.33333334,0,0
"1954",0.5,1,0.66666669,30,1,0.60000002,0.66666669,1,0
"1955",0.89999998,0.66666669,0.5,18,1,NA,0,0,1
"1956",0.5,0.83333331,0.66666669,70,1,0.30000001,0.16666667,1,0
"1957",0.5,0.83333331,0.5,55,0,0.5,0.16666667,0,1
"1958",0.30000001,0.5,0.5,19,1,0.5,0,1,0
"1959",0.5,0.66666669,0.83333331,58,0,NA,0.16666667,1,0
"1960",0.40000001,0.66666669,0.33333334,64,1,0.30000001,0.16666667,1,0
"1961",0.69999999,0.66666669,0.66666669,25,0,0.1,0.66666669,0,1
"1962",0.5,0.5,0.83333331,40,0,0.60000002,0.5,0,1
"1963",0.40000001,0.83333331,1,58,1,0.40000001,0.16666667,0,1
"1964",0.80000001,1,0.66666669,47,0,0.80000001,0.16666667,0,1
"1965",0.60000002,0.66666669,0.5,45,0,0.60000002,0.16666667,1,0
"1966",0,0,0,59,0,0.2,0.5,1,0
"1967",0.1,0.66666669,0.5,50,1,0.30000001,0.33333334,1,0
"1968",0.5,0.83333331,0.83333331,68,0,0.30000001,0,0,1
"1969",0.60000002,0.83333331,0.83333331,41,0,NA,0.5,0,1
"1970",0.89999998,0.5,0.5,19,0,0.69999999,0.33333334,0,0
"1971",0.30000001,0.66666669,0.33333334,68,1,NA,0.66666669,0,1
"1972",0.5,NA,NA,48,1,NA,1,0,0
"1973",1,0.5,0.5,60,0,0.1,0,0,1
"1974",0.60000002,0.5,0.66666669,19,1,NA,0,0,1
"1975",0.5,1,1,46,0,0.5,0.16666667,1,0
